Committee,Name,Link,Published On,Meeting Date,Type
Markets & Reliability Committee,Item 2C - Draft Manual 14D Revisions - Executive Summary  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-02c-draft-manual-14d-revisions-executive-summary.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 2C - Draft Manual 14D Revisions - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-02c-draft-manual-14d-revisions-presentation.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 2C - Proposed Tariff Revisions - Solar Forecasting Tools  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-02c-proposed-tariff-revisions-solar-forecasting-tools.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 2D - Draft Manual 36 Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-02d-draft-manual-36-revisions.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 2D - Draft Manual 36 Revisions - Executive Summary  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-02d-draft-manual-36-revisions-executive-summary.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 2D - Draft Manual 36 Revisions - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-02d-draft-manual-36-revisions-presentation.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 2E - Manual 13 - Administrative Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-02e-manual-13-administrative-revisions.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 2E - Manual 13 - Administrative Revisions - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-02e-manual-13-administrative-revisions-presentation.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 3 - Annual Revenue Requirement for New Black Start Units - Draft Tariff Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-03-annual-revenue-requirement-for-new-black-start-units-draft-tariff-revisions.ashx,5.23.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 3 - New Black Start Unit Annual Revenue Requirement  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-03-new-black-start-unit-annual-revenue-requirement.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 3 - New Black Start Unit Annual Revenue Requirement - Draft Manual 12 & 27 Revisions - Executive Summary  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-03-new-black-start-unit-annual-revenue-requirement-draft-manual-12-and-27-revisions-executive-summary.ashx,5.19.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 3 - New Black Start Unit Annual Revenue Requirement - Draft Manual 12 Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-03-new-black-start-unit-annual-revenue-requirement-draft-manual-12-revisions.ashx,5.19.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 3 - New Black Start Unit Annual Revenue Requirement - Draft Manual 27 Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-03-new-black-start-unit-annual-revenue-requirement-draft-manual-27-revisions.ashx,5.19.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 4 - Pseudo-Tie Generator & Dynamic Schedules End-of-Month Meter Correction - Draft Manual 28 Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-04-pseudo-tie-generator-and-dynamic-schedules-end-of-month-meter-correction-draft-manual-28-revisions.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 4 - Pseudo-Tie Generator & Dynamic Schedules End-of-Month Meter Correction - Draft Manual 28 Revisions - Executive Summary  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-04-pseudo-tie-generator-and-dynamic-schedules-end-of-month-meter-correction-draft-manual-28-revisions-executive-summary.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 4 - Pseudo-Tie Generator & Dynamic Schedules End-of-Month Meter Correction - Draft Tariff Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-04-pseudo-tie-generator-and-dynamic-schedules-end-of-month-meter-correction-draft-tariff-revisions.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 4 - Pseudo-Tie Generator & Dynamic Schedules End-of-Month Meter Correction - Matrix  XLS,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-04-pseudo-tie-generator-and-dynamic-schedules-end-of-month-meter-correction-matrix.ashx,5.18.2017,5.25.2017,XLS
Markets & Reliability Committee,Item 4 - Pseudo-Tie Generator & Dynamic Schedules End-of-Month Meter Correction - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-04-pseudo-tie-generator-and-dynamic-schedules-end-of-month-meter-correction-presentation.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 5 - Primary Frequency Response -  Issue Charge - Proposed Friendly Amendments  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-05-primary-frequency-response-issue-charge-proposed-friendly-amendments.ashx,5.25.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 5 - Primary Frequency Response -  Issue Charge  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-05-primary-frequency-response-issue-charge.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 5 - Primary Frequency Response -  Problem Statement  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-05-primary-frequency-response-problem-statement.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 5 - Primary Frequency Response Requirement Summary  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-05-primary-frequency-response-requirement-summary.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 6 - FTR Modeling Enhancements for Future Transmission Changes - Problem Statement  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-06-ftr-modeling-enhancements-for-future-transmission-changes-problem-statement.ashx,5.23.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 6 - FTR Modeling Enhancements for Future Transmission Changes - Issue Charge  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-06-ftr-modeling-enhancements-for-future-transmission-changes-issue-charge.ashx,5.23.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 7 - Draft IASTF Charter Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-07-draft-iastf-charter-revisions.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 8 - Pro Forma Pseudo-Tie Agreement - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-08-pro-forma-pseudo-tie-agreement-presentation.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 8 - Proposed Pseudo Tie Agreement  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-08-proposed-pseudo-tie-agreement.ashx,5.22.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 8 - Proposed Pseudo-Tie Cost Reimbursement Agreement  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-08-proposed-pseudo-tie-cost-reimbursement-agreement.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 8 - Proposed Proposed Pseudo-Tie Tariff Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-08-proposed-pseudo-tie-tariff-revisions.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9A - Draft Manual 14A Revisions - Alternate Queue  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09a-draft-manual-14a-revisions-alternate-queue.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9A - Draft Manual 14A Revisions - Executive Summary  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09a-draft-manual-14a-revisions-executive-summary.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9A - Draft Manual 14A Revisions - Less than $5M Cost Allocation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09a-draft-manual-14a-revisions-less-than-5m-cost-allocation.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9A - Draft Manual 14A Revisions - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09a-draft-manual-14a-revisions-presentation.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9A - Draft Tariff Revisions - Alternate Queue  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09a-draft-tariff-revisions-alternate-queue.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9A - Draft Tariff Revisions - Less Than $5M Cost Allocation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09a-draft-tariff-revisions-less-than-5m-cost-allocation.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9B - Draft Manual 14F - Clean  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09b-draft-manual-14f-clean.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9B - Draft Manual 14F - Clean - Incorporating Friendly Amendments  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09b-draft-manual-14f-clean-incorporating-friendly-ammendments.ashx,5.19.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9B - Draft Manual 14F - Executive  Summary  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09b-draft-manual-14f-executive-summary.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9B - Draft Manual 14F - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09b-draft-manual-14f-presentation.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9B - Draft Manual 14F - Redline  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09b-draft-manual-14f-redline.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9B - Draft Manual 14F - Redline - Incorporating Friendly Amendments  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09b-draft-manual-14f-redline-incorporating-friendly-ammendments.ashx,5.19.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9C - Draft Manual 14C Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09c-draft-manual-14c-revisions.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9C - Draft Manual 14C Revisions - Executive Summary  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09c-draft-manual-14c-revisions-executive-summary.ashx,5.23.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9C - Draft Manual 14C Revisions - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09c-draft-manual-14c-revisions-presentation.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9D - Draft Manual 20 Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09d-draft-manual-20-revisions.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9D - Draft Manual 20 Revisions - Executive Summary  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09d-draft-manual-20-revisions-executive-summary.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9D - Draft Manual 20 Revisions - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09d-draft-manual-20-revisions-presentation.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9E - Draft Manual 28 Revision - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09e-draft-manual-28-revision-presentation.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9E - Draft Manual 28 Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09e-draft-manual-28-revisions.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9E - Draft Manual 28 Revisions - Executive Summary  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09e-draft-manual-28-revisions-executive-summary.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9F - Draft Manual 39 Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09f-draft-manual-39-revisions.ashx,5.23.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9F - Draft Manual 39 Revisions - Executive Summary  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09f-draft-manual-39-revisions-executive-summary.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 9F - Draft Manual 39 Revisions - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-09f-draft-manual-39-revisions-presentation.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,Item 10 - Linwood SPS RAS Removal MRC  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-item-10-linwood-sps-ras-removal.ashx,5.18.2017,5.25.2017,PDF
Markets & Reliability Committee,MRC Posting Report Card  XLS,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170525/20170525-mrc-posting-report-card.ashx,6.9.2017,5.25.2017,XLS
Markets & Reliability Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-agenda.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-agenda-doc.ashx,4.20.2017,4.27.2017,DOC
Markets & Reliability Committee,Item 1 - Draft Minutes - MRC - 3.23.2017  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-01-draft-minutes-mrc-20170323.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 2A - Draft Manual 14B - Clean  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-02a-draft-manual-14b-clean.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 2A - Draft Manual 14B - Executive  Summary  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-02a-draft-manual-14b-executive-summary.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 2A - Draft Manual 14B - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-02a-draft-manual-14b-presentation.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 2A - Draft Manual 14B - Redline  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-02a-draft-manual-14b-redline.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 2A - Draft Manual 14B - Redline - EE Edits Only  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-02a-draft-manual-14b-redline-ee-edits-only.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 3 - EMUSTF - Phase 3 Matrix  XLS,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-03-emsutf-phase-3-matrix.ashx,4.20.2017,4.27.2017,XLS
Markets & Reliability Committee,Item 3 - EMUSTF - Phase 3 Vote Results  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-03-emsutf-phase-3-vote-results.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 3 - EMUSTF Phase 3 - Draft OA Tariff Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-03-emustf-phase-3-draft-oa-tariff-revisions.ashx,4.21.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 3 - EMUSTF - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-03-emustf-presentation.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 4 - Regulation Market Issue Senior Task Force - Joint Comments of Indicated Energy Storage Operators  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-04-rmistf-joint-comments-of-indicated-energy-storage-operators.ashx,4.24.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 4 - Regulation Market Issue Senior Task Force - Draft Manual 12 Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-04-rmistf-draft-manual-12-revisions.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 4 - Regulation Market Issue Senior Task Force - Draft Tariff Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-04-rmistf-draft-tariff-revisions.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 4 - Regulation Market Issue Senior Task Force - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-04-rmistf-presentation.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 5 - Draft CCPPSTF Charter  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-05-draft-ccppstf-charter.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 6 - Draft Manual 18 Revisions - Proposed Friendly Amendment  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-06-draft-manual-18-revisions-proposed-friendly-amendment.ashx,4.27.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 6 - Draft Manual 18 Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-06-draft-manual-18-revisions.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 6 - Draft Manual 18 Revisions - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-06-draft-manual-18-revisions-presentation.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 6 - Draft Manual 18 Revisions - Summary Revisions for Enhanced Aggregation  XLS,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-06-draft-manual-18-revisions-summary-revisions-for-enhanced-aggregation.ashx,4.20.2017,4.27.2017,XLS
Markets & Reliability Committee,Item 6 - SCRSTF Sunset Request - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-06-scrstf-sunset-request-presentation.ashx,4.25.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 7 - Annual Revenue Requirement for New Black Start Units - Draft Manual 12 Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-07-annual-revenue-requirement-for-new-black-start-units-draft-manual-12-revisions.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 7 - Annual Revenue Requirement for New Black Start Units - Draft Manual 27 Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-07-annual-revenue-requirement-for-new-black-start-units-draft-manual-27-revisions.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 7 - Annual Revenue Requirement for New Black Start Units - Draft Manual Revisions - Executive Summary  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-07-annual-revenue-requirement-for-new-black-start-units-draft-manual-revisions-executive-summary.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 7 - Annual Revenue Requirement for New Black Start Units - Draft Tariff Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-07-annual-revenue-requirement-for-new-black-start-units-draft-tariff-revisions.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 7 - Annual Revenue Requirement for New Black Start Units - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-07-annual-revenue-requirement-for-new-black-start-units-presentation.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 8 - Pseudo-Tie Generator & Dynamic Schedules - Draft Manual 28 Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-08-pseudo-tie-generator-and-dynamic-schedules-draft-manual-28-revisions.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 8 - Pseudo-Tie Generator & Dynamic Schedules - Draft Manual 28 Revisions - Executive Summary  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-08-pseudo-tie-generator-and-dynamic-schedules-draft-manual-28-revisions-executive-summary.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 8 - Pseudo-Tie Generator & Dynamic Schedules - Draft Tariff Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-08-pseudo-tie-generator-and-dynamic-schedules-draft-tariff-revisions.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 8 - Pseudo-Tie Generator & Dynamic Schedules - Matrix  XLS,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-08-pseudo-tie-generator-and-dynamic-schedules-matrix.ashx,4.20.2017,4.27.2017,XLS
Markets & Reliability Committee,Item 8 - Pseudo-Tie Generator & Dynamic Schedules - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-08-pseudo-tie-generator-and-dynamic-schedules-presentation.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 9 - Primary Frequency Response Requirement - Issue Charge  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-09-primary-frequency-response-requirement-issue-charge.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 9 - Primary Frequency Response Requirement - Problem Statement  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-09-primary-frequency-response-requirement-problem-statement.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 9 - Primary Frequency Response Requirement - Problem Statement - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-09-primary-frequency-response-requirement-problem-statement-presentation.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 10 - FTR Modeling Enhancements for Future Transmission Changes - Problem Statement  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-10-ftr-modeling-enhancements-for-future-transmission-changes-problem-statement.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 10 - FTR Modeling Enhancements for Future Transmission Changes - Issue Charge  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-10-ftr-modeling-enhancements-for-future-transmission-changes-issue-charge.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 11A - Draft Manual 03 Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-11a-draft-manual-03-revisions.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 11A - Draft Manual 03 Revisions - Executive Summary  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-11a-draft-manual-03-revisions-executive-summary.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 11A - Draft Manual 03 Revisions - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-11a-draft-manual-03-revisions-presentation.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 11B - Manual 6 Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-11b-manual-6-revisions.ashx,4.27.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 11B - Manual 6 Revisions - Executive Summary  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-11b-manual-6-revisions-executive-summary.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 11B - Manual 6 Revisions - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-11b-manual-6-revisions-presentation.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 11C - Draft Manual 14D Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-11c-draft-manual-14d-revisions.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 11C - Draft Manual 14D Revisions - Executive Summary  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-11c-draft-manual-14d-revisions-executive-summary.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 11C - Draft Manual 14D Revisions - Operational Requirements - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-11c-draft-manual-14d-revisions-operational-requirements-presentation.ashx,4.24.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 11C - Draft Manual 14D Revisions - Solar Parks - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-11c-draft-manual-14d-revisions-solar-parks-presentation.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 11C - Draft Tariff Revisions - Solar Parks  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-11c-draft-tariff-revisions-solar-parks.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 11D - Draft New Manual 14F - Clean  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-11d-draft-new-manual-14f-clean.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 11D - Draft New Manual 14F - Executive  Summary  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-11d-draft-new-manual-14f-executive-summary.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 11D - Draft New Manual 14F - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-11d-draft-new-manual-14f-presentation.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 11D - Draft New Manual 14F - Redline  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-11d-draft-new-manual-14f-redline.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 11E - Draft Manual 36 Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-11e-draft-manual-36-revisions.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 11E - Draft Manual 36 Revisions - Executive Summary  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-11e-draft-manual-36-revisions-executive-summary.ashx,4.20.2017,4.27.2017,PDF
Markets & Reliability Committee,Item 11E - Draft Manual 36 Revisions - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mrc/20170427/20170427-item-11e-draft-manual-36-revisions-presentation.ashx,4.20.2017,4.27.2017,PDF
