Committee,Name,Link,Published On,Meeting Date,Type
Members Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200618/20200618-agenda.ashx,6.11.2020,6.18.2020,PDF
Members Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200618/20200618-agenda-doc.ashx,6.11.2020,6.18.2020,DOC
Members Committee,Agenda - Updated  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200618/20200618-agenda-updated.ashx,6.12.2020,6.18.2020,PDF
Members Committee,Agenda - Updated  DOC,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200618/20200618-agenda-doc-updated.ashx,6.12.2020,6.18.2020,DOC
Members Committee,Consent Agenda A - Draft Minutes - MC - 5.28.2020  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200618/20200618-caa-draft-minutes-mc-20200528.ashx,6.11.2020,6.18.2020,PDF
Members Committee,Consent Agenda B - Surety Bonds Proposal - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200618/20200618-cab-1-surety-bonds-proposal-presentation.ashx,6.11.2020,6.18.2020,PDF
Members Committee,Consent Agenda B - Surety Bonds - Discussion Paper  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200618/20200618-cab-2-surety-bonds-discussion-paper.ashx,6.11.2020,6.18.2020,PDF
Members Committee,Consent Agenda B - Surety Bond - Proposed Tariff Revisions - Redline  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200618/20200618-cab-3-surety-bond-proposed-tariff-revisions-redline.ashx,6.11.2020,6.18.2020,PDF
Members Committee,Consent Agenda B - Surety Bond - Draft Standard Form  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200618/20200618-cab-4-surety-bond-draft-standard-form.ashx,6.11.2020,6.18.2020,PDF
Members Committee,Item 1 - PMA Credit Requirements - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200618/20200618-item-01-1-pma-credit-requirements-presentation.ashx,6.11.2020,6.18.2020,PDF
Members Committee,Item 1 - Attachment Q - Revisions - Redline  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200618/20200618-item-01-2-attachment-q-revisions-redline.ashx,6.11.2020,6.18.2020,PDF
Members Committee,Item 2 - Joint Stakeholders Solution Package - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200618/20200618-item-02-1-joint-stakeholders-solution-package-presentation.ashx,6.11.2020,6.18.2020,PDF
Members Committee,Item 2 - Joint Stakeholders Solution Package - OA Language Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200618/20200618-item-02-2-joint-stakeholders-solution-package-oa-language-revisions.ashx,6.11.2020,6.18.2020,PDF
Members Committee,Item 2 - EOL Transmission Planning - PJM Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200618/20200618-item-02-3-eol-transmission-planning-pjm-presentation.ashx,6.12.2020,6.18.2020,PDF
Members Committee,Item 2 -Letter to PJM Board on EOL Transmission Planning  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200618/20200618-item-02-3a-letter-to-pjm-board-on-eol-transmission-planning.ashx,6.12.2020,6.18.2020,PDF
Members Committee,"Item 2 - PJM Board, Reliability & Security Committee Chair Dean Oskvig - Response to Multiple Parties Letter Regarding End of Life Transmission Planning  PDF",https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200618/20200618-item-02-4-pjm-board-reliability-and-security-committee-chair-dean-oskvig-response-multiple-parties-letter-regarding-end-of-life-transmission-planning.ashx,6.12.2020,6.18.2020,PDF
Members Committee,Item 3 - Stakeholder Responsiveness - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200618/20200618-item-03-stakeholder-responsiveness-presentation.ashx,6.18.2020,6.18.2020,PDF
Members Committee,Voting Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200618/20200618-voting-report.ashx,6.18.2020,6.18.2020,PDF
Members Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-agenda.ashx,6.9.2020,6.15.2020,PDF
Members Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-agenda-doc.ashx,6.9.2020,6.15.2020,DOC
Members Committee,Item 1 - Interregional Coordination Update  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-01-interregional-coordination-update.ashx,6.9.2020,6.15.2020,PDF
Members Committee,Item 4 - IMM Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-04-imm-report.ashx,6.12.2020,6.15.2020,PDF
Members Committee,Item 5A - Markets Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-05a-markets-report.ashx,6.10.2020,6.15.2020,PDF
Members Committee,Item 5A - Markets Report - Data Appendix  XLS,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-05a-markets-report-data-appendix.ashx,6.10.2020,6.15.2020,XLS
Members Committee,Item 5B - System Operations Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-05b-system-operations-report.ashx,6.9.2020,6.15.2020,PDF
Members Committee,Item 5C - Regulatory Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-05c-regulatory-report.ashx,6.9.2020,6.15.2020,PDF
Members Committee,Item 6A - MRC Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-06a-mrc-report.ashx,6.9.2020,6.15.2020,PDF
Members Committee,Item 6B - MIC Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-06b-mic-report.ashx,6.9.2020,6.15.2020,PDF
Members Committee,Item 6C - OC Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-06c-oc-report.ashx,6.9.2020,6.15.2020,PDF
Members Committee,Item 6D - PC Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-06d-pc-report.ashx,6.9.2020,6.15.2020,PDF
Members Committee,Item 8A - Transparency & End of Life Planning Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-08a-transparency-and-end-of-life-planning-report.ashx,6.9.2020,6.15.2020,PDF
Members Committee,Item 8B - Five Minute Dispatch & Pricing Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-08b-five-minute-dispatch-and-pricing-report.ashx,6.9.2020,6.15.2020,PDF
Members Committee,Item 8C - Fuel Cost Policy Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-08c-fuel-cost-policy-report.ashx,6.15.2020,6.15.2020,PDF
Members Committee,Item 8D - Real Time Market Values Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-08d-real-time-market-values-report.ashx,6.10.2020,6.15.2020,PDF
Members Committee,Item 8G - Critical Infrastructure Stakeholder Oversight Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-08g-critical-infrastructure-stakeholder-oversight-report.ashx,6.9.2020,6.15.2020,PDF
Members Committee,Item 8H - Storage as a Transmission Asset Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-08h-storage-as-a-transmission-asset-report.ashx,6.9.2020,6.15.2020,PDF
Members Committee,Item 8I - AFMTF Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-08i-afmtf-report.ashx,6.9.2020,6.15.2020,PDF
Members Committee,Item 8J - CCSTF Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-08j-ccsft-report.ashx,6.9.2020,6.15.2020,PDF
Members Committee,Item 8K - CPSTF Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-08k-cpstf-report.ashx,6.9.2020,6.15.2020,PDF
Members Committee,Item 8L - DERS Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-08l-ders-report.ashx,6.9.2020,6.15.2020,PDF
Members Committee,Item 8M - FRMSTF Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-08m-frmstf-report.ashx,6.10.2020,6.15.2020,PDF
Members Committee,Item 8N - MEPETF Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-08n-mepetf-report.ashx,6.9.2020,6.15.2020,PDF
Members Committee,Item 8O - MGSTF Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-08o-mgstf-report.ashx,6.9.2020,6.15.2020,PDF
Members Committee,Item 8P - Load Reconciliation Process Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-webinar/20200615-item-08p-load-reconciliation-process-report.ashx,6.9.2020,6.15.2020,PDF
Members Committee,Suggested Discussion Topics  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-stakeholder/20200615-suggested-discussion-topics.ashx,6.8.2020,6.15.2020,PDF
Members Committee,Item 1 - Manual 34 - Section 8.4  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-stakeholder/20200615-item-01-manual-34-section-8-4.ashx,6.15.2020,6.15.2020,PDF
Members Committee,Item 1 - Manual 34 - Draft Language - Redline  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-stakeholder/20200615-item-01-manual-34-draft-language-redline.ashx,6.15.2020,6.15.2020,PDF
Members Committee,Manual 34A - Motions & Amendments - Redlines  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-stakeholder/20200615-m34a-motions-and-amendments-redlines.ashx,6.8.2020,6.15.2020,PDF
Members Committee,Manual 34B - Photography in Meetings - Redlines  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200615-stakeholder/20200615-m34b-photography-in-meetings-redlines.ashx,6.8.2020,6.15.2020,PDF
Members Committee,Stakeholder Process Training Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200611-stakeholder/20200611-stakeholder-process-training-presentation.ashx,6.11.2020,6.11.2020,PDF
Members Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200605-corona/20200605-agenda.ashx,6.5.2020,6.5.2020,PDF
Members Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200605-corona/20200605-agenda-doc.ashx,6.5.2020,6.5.2020,DOC
Members Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200528/20200528-agenda-doc.ashx,5.21.2020,5.28.2020,DOC
Members Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200528/20200528-agenda-pdf.ashx,5.21.2020,5.28.2020,PDF
Members Committee,Consent Agenda A - Draft Minutes - MC - 05.04.2020  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200528/20200528-consent-agenda-a-draft-minutes-mc-05-04-2020.ashx,5.21.2020,5.28.2020,PDF
Members Committee,Informational Posting - Proposed Amendments to Attachment M-3 of the PJM Tariff  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200528/20200528-informational-posting-proposed-amendments-to-attachment-m-3-of-the-pjm-tariff.ashx,5.21.2020,5.28.2020,PDF
Members Committee,Item 1 - EOL Overview - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200528/20200528-item-01-1-mrc-special-session-eol-overview-presentation.ashx,5.21.2020,5.28.2020,PDF
Members Committee,Item 1 - Transparency and End of Life Planning - Options & Packages Matrix  XLS,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200528/20200528-item-01-2-transparency-and-end-of-life-planning-options-and-packages-matrix.ashx,5.21.2020,5.28.2020,XLS
Members Committee,Item 1A - Joint Stakeholder Solution Package - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200528/20200528-item-01-a-1-joint-stakeholder-solution-package-presentation.ashx,5.21.2020,5.28.2020,PDF
Members Committee,Item 1A - Joint Stakeholders Solution Package - OA Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200528/20200528-item-01-a-2-joint-stakeholders-solution-package-oa-revisions.ashx,5.21.2020,5.28.2020,PDF
Members Committee,Item 1A - Joint Stakeholders Solution Package - OA Revisions - Updated  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200528/20200528-item-01a-3--joint-stakeholder-solution-package-oa-revisions-updated.ashx,5.22.2020,5.28.2020,PDF
Members Committee,Item 1A - Overturn the Chair  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200528/20200528-item-01a-overturn-the-chair.ashx,5.29.2020,5.28.2020,PDF
Members Committee,Item 1B - PJM Solutions Package - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200528/20200528-item-01b-1-pjm-solutions-package-presentation.ashx,5.21.2020,5.28.2020,PDF
Members Committee,Item 1B - PJM Solutions Package - Manual 14B Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200528/20200528-item-01b-2-pjm-solutions-package-manual-14b-revisions.ashx,5.21.2020,5.28.2020,PDF
Members Committee,Item 1B - Suspend the Rules  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200528/20200528-item-01b-suspend-the-rules.ashx,5.29.2020,5.28.2020,PDF
Members Committee,Suggested Discussion Topics  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-stakeholder/20200526-suggested-discussion-topics.ashx,5.18.2020,5.26.2020,PDF
Members Committee,Item 4 - Web Retention - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-stakeholder/20200526-item-04-web-retention-presentation.ashx,5.20.2020,5.26.2020,PDF
Members Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-agenda.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-agenda-doc.ashx,5.19.2020,5.26.2020,DOC
Members Committee,Item 1 - Interregional Coordination Update  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-01-interregional-coordination-update.ashx,5.21.2020,5.26.2020,PDF
Members Committee,Item 2 - DIMA Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-02-dima-presentation.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 2 - DIMA Situation Awareness Problem Statement  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-02-dima-situation-awareness-problem-statement.ashx,5.21.2020,5.26.2020,PDF
Members Committee,Item 2 - DIMA Situation Awareness Issue Charge  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-02-dima-situation-awareness-issue-charge.ashx,5.21.2020,5.26.2020,PDF
Members Committee,Item 6 - IMM Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-06-imm-report.ashx,5.22.2020,5.26.2020,PDF
Members Committee,Item 7A - Markets Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-07a-markets-report.ashx,5.22.2020,5.26.2020,PDF
Members Committee,Item 7A - Markets Report - Data Appendix  XLS,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-07a-markets-report-data-appendix.ashx,5.22.2020,5.26.2020,XLS
Members Committee,Item 7B - System Operations Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-07b-system-operations-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 7C - Regulatory Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-07c-regulatory-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 7D - Q1 2020 Financial Review  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-07d-q1-2020-financial-review.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 8A - MRC Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-08a-mrc-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 8B - MIC Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-08b-mic-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 8C - OC Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-08c-oc-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 8D - April PC Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-08d-april-pc-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 8D - May PC Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-08d-may-pc-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 9A - April AFMTF Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-09a-april-afmtf-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 9A - May AFMTF Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-09a-may-afmtf-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 9B - CCSTF Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-09b-ccstf-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 9C - April Transparency & End of Life Planning Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-09c-april-transparency-and-end-of-life-planning-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 9C - May Transparency & End of Life Planning Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-09c-may-transparency-and-end-of-life-planning-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 10A - Five Minute Dispatch & Pricing Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-10a-five-minute-dispatch-and-pricing-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 10B - Real Time Market Values Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-10b-real-time-market-values-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 10C - Stability Limits in Markets & Operations Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-10c-stability-limits-in-markets-and-operations-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 10D - Fuel Cost Policy Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-10d-fuel-cost-policy-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 10E - Critical Infrastructure Stakeholder Oversight Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-10e-critical-infrastructure-stakeholder-oversight-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,item 10F - Carbon Pricing Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-10f-carbon-pricing-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 10G - Surety Bonds Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-10g-surety-bonds-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 10H - DERS Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-10h-ders-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 10I - FRMSTF Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-10I-frmstf-report.ashx,5.22.2020,5.26.2020,PDF
Members Committee,Item 10J - MEPETF Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-10j-mepetf-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 10K - MGSTF Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-10k-mgstf-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Item 10L - Load Reconciliation Process Report  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200526-webinar/20200526-item-10l-load-reconciliation-process-report.ashx,5.19.2020,5.26.2020,PDF
Members Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200522-corona/20200522-agenda.ashx,5.21.2020,5.22.2020,PDF
Members Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200522-corona/20200522-agenda-doc.ashx,5.21.2020,5.22.2020,DOC
Members Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200508-corona/20200508-agenda.ashx,5.7.2020,5.8.2020,PDF
Members Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200508-corona/20200508-agenda-doc.ashx,5.7.2020,5.8.2020,DOC
Members Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200504/20200504-agenda.ashx,4.27.2020,5.4.2020,PDF
Members Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200504/20200504-agenda-doc.ashx,4.27.2020,5.4.2020,DOC
Members Committee,Item 6A - Draft Minutes - MC 1.23.2020  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200504/20200504-item-06a-draft-minutes-mc-20200123.ashx,4.27.2020,5.4.2020,PDF
Members Committee,Item 6A - Draft Minutes - MC - 3.26.2020  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200504/20200504-item-06a-draft-minutes-mc-20200326.ashx,4.27.2020,5.4.2020,PDF
Members Committee,Item 6B - GDECS PJM Governing Document Revisions - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200504/20200504-item-06b-1-gdecs-pjm-governing-document-revisions-presentation.ashx,5.1.2020,5.4.2020,PDF
Members Committee,Item 6B - GDECS PJM Governing Document Revisions - Redline  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200504/20200504-item-06b-2-gdecs-pjm-governing-documents-redline.ashx,5.1.2020,5.4.2020,PDF
Members Committee,Item 6B - GDECS OATT Attachment DD Section  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200504/20200504-item-06b-3-gdecs-oatt-attachment-dd-sections.ashx,4.27.2020,5.4.2020,PDF
Members Committee,Item 7 - PJM Board Nominating Committee Letter  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200504/20200504-item-07-pjm-board-nomintating-committee-letter.ashx,4.27.2020,5.4.2020,PDF
Members Committee,Item 8A - PJM Markets Report - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200504/20200504-item-08a-pjm-markets-report-presentation.ashx,4.27.2020,5.4.2020,PDF
Members Committee,Item 8B - PJM System Operations Report - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200504/20200504-item-08b-pjm-system-operations-report-presentation.ashx,4.27.2020,5.4.2020,PDF
Members Committee,Item 8C - Interregional Coordination Update - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200504/20200504-item-08c-interregional-coordination-update-presentation.ashx,4.27.2020,5.4.2020,PDF
Members Committee,Item 8D - COVID-19 Update & PJM's Response - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200504/20200504-item-08d-covid-19-update-and-pjms-response-presentation.ashx,5.1.2020,5.4.2020,PDF
Members Committee,Item 8E - Financial Impact of COVID-19 - Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200504/20200504-item-08e-financial-impact-of-covid-19-presentation.ashx,4.27.2020,5.4.2020,PDF
Members Committee,Member List  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200504/20200504-member-list.ashx,5.4.2020,5.4.2020,PDF
Members Committee,2020 Sector Selection Updates  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200504/20200504-sector-selection-updates-2020.ashx,5.5.2020,5.4.2020,PDF
Members Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200501-corona/20200501-agenda.ashx,4.30.2020,5.1.2020,PDF
Members Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200501-corona/20200501-agenda-doc.ashx,4.30.2020,5.1.2020,DOC
Members Committee,COVID-19 Analysis Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200501-corona/20200501-covid-19-analysis-presentation.ashx,4.30.2020,5.1.2020,PDF
Members Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200424-corona/20200424-agenda.ashx,4.23.2020,4.24.2020,PDF
Members Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200424-corona/20200424-agenda-doc.ashx,4.23.2020,4.24.2020,DOC
Members Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200417-corona/20200417-agenda.ashx,4.16.2020,4.17.2020,PDF
Members Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200417-corona/20200417-agenda-doc.ashx,4.16.2020,4.17.2020,DOC
Members Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200410-corona/20200410-agenda.ashx,4.9.2020,4.10.2020,PDF
Members Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200410-corona/20200410-agenda-doc.ashx,4.9.2020,4.10.2020,DOC
Members Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200403-corona/20200403-agenda.ashx,4.2.2020,4.3.2020,PDF
Members Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200403-corona/20200403-agenda-doc.ashx,4.2.2020,4.3.2020,DOC
Members Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200327-corona/20200327-agenda.ashx,3.27.2020,3.27.2020,PDF
Members Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200327-corona/20200327-agenda-doc.ashx,3.27.2020,3.27.2020,DOC
Members Committee,2019 State of the Market Report for PJM  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200326-special/20200326-state-of-the-market-report-2019.ashx,3.23.2020,3.26.2020,PDF
Members Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200326/20200326-agenda.ashx,3.20.2020,3.26.2020,PDF
Members Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mc/2020/20200326/20200326-agenda-doc.ashx,3.20.2020,3.26.2020,DOC
